date,retail_sales
2023-12-16 00:38:04.139008,6831
2023-12-17 00:38:04.139008,7333
2023-12-18 00:38:04.139008,6865
2023-12-19 00:38:04.139008,6751
2023-12-20 00:38:04.139008,6866
2023-12-21 00:38:04.139008,6776
2023-12-22 00:38:04.139008,6251
2023-12-23 00:38:04.139008,6946
2023-12-24 00:38:04.139008,6961
2023-12-25 00:38:04.139008,6815
2023-12-26 00:38:04.139008,6734
2023-12-27 00:38:04.139008,6727
2023-12-28 00:38:04.139008,6535
2023-12-29 00:38:04.139008,6911
2023-12-30 00:38:04.139008,6977
2023-12-31 00:38:04.139008,7122
2024-01-01 00:38:04.139008,4848
2024-01-02 00:38:04.139008,4948
2024-01-03 00:38:04.139008,4860
2024-01-04 00:38:04.139008,4962
2024-01-05 00:38:04.139008,5069
2024-01-06 00:38:04.139008,5363
2024-01-07 00:38:04.139008,5130
2024-01-08 00:38:04.139008,4832
2024-01-09 00:38:04.139008,5045
2024-01-10 00:38:04.139008,5268
2024-01-11 00:38:04.139008,5030
2024-01-12 00:38:04.139008,5031
2024-01-13 00:38:04.139008,5204
2024-01-14 00:38:04.139008,4969
2024-01-15 00:38:04.139008,4555
2024-01-16 00:38:04.139008,4994
2024-01-17 00:38:04.139008,5334
2024-01-18 00:38:04.139008,4782
2024-01-19 00:38:04.139008,5176
2024-01-20 00:38:04.139008,5594
2024-01-21 00:38:04.139008,5464
2024-01-22 00:38:04.139008,5199
2024-01-23 00:38:04.139008,5009
2024-01-24 00:38:04.139008,5241
2024-01-25 00:38:04.139008,5282
2024-01-26 00:38:04.139008,5012
2024-01-27 00:38:04.139008,5497
2024-01-28 00:38:04.139008,4971
2024-01-29 00:38:04.139008,5016
2024-01-30 00:38:04.139008,5158
2024-01-31 00:38:04.139008,4720
2024-02-01 00:38:04.139008,5250
2024-02-02 00:38:04.139008,5035
2024-02-03 00:38:04.139008,5772
2024-02-04 00:38:04.139008,5651
2024-02-05 00:38:04.139008,5385
2024-02-06 00:38:04.139008,5064
2024-02-07 00:38:04.139008,5390
2024-02-08 00:38:04.139008,5722
2024-02-09 00:38:04.139008,5342
2024-02-10 00:38:04.139008,5050
2024-02-11 00:38:04.139008,5415
2024-02-12 00:38:04.139008,5475
2024-02-13 00:38:04.139008,5355
2024-02-14 00:38:04.139008,5405
2024-02-15 00:38:04.139008,5094
2024-02-16 00:38:04.139008,5210
2024-02-17 00:38:04.139008,5633
2024-02-18 00:38:04.139008,5759
2024-02-19 00:38:04.139008,5242
2024-02-20 00:38:04.139008,4784
2024-02-21 00:38:04.139008,5456
2024-02-22 00:38:04.139008,4960
2024-02-23 00:38:04.139008,5336
2024-02-24 00:38:04.139008,5545
2024-02-25 00:38:04.139008,5421
2024-02-26 00:38:04.139008,5622
2024-02-27 00:38:04.139008,5626
2024-02-28 00:38:04.139008,5945
2024-02-29 00:38:04.139008,5519
2024-03-01 00:38:04.139008,5198
2024-03-02 00:38:04.139008,5636
2024-03-03 00:38:04.139008,5592
2024-03-04 00:38:04.139008,5223
2024-03-05 00:38:04.139008,5373
2024-03-06 00:38:04.139008,5158
2024-03-07 00:38:04.139008,5484
2024-03-08 00:38:04.139008,5378
2024-03-09 00:38:04.139008,5752
2024-03-10 00:38:04.139008,5750
2024-03-11 00:38:04.139008,5146
2024-03-12 00:38:04.139008,5156
2024-03-13 00:38:04.139008,5336
2024-03-14 00:38:04.139008,5121
2024-03-15 00:38:04.139008,4986
2024-03-16 00:38:04.139008,5639
2024-03-17 00:38:04.139008,5520
2024-03-18 00:38:04.139008,5114
2024-03-19 00:38:04.139008,5134
2024-03-20 00:38:04.139008,5147
2024-03-21 00:38:04.139008,5213
2024-03-22 00:38:04.139008,5397
2024-03-23 00:38:04.139008,5895
2024-03-24 00:38:04.139008,5524
2024-03-25 00:38:04.139008,5385
2024-03-26 00:38:04.139008,5501
2024-03-27 00:38:04.139008,5223
2024-03-28 00:38:04.139008,5171
2024-03-29 00:38:04.139008,5000
2024-03-30 00:38:04.139008,5896
2024-03-31 00:38:04.139008,5537
2024-04-01 00:38:04.139008,5330
2024-04-02 00:38:04.139008,5569
2024-04-03 00:38:04.139008,4992
2024-04-04 00:38:04.139008,5280
2024-04-05 00:38:04.139008,5278
2024-04-06 00:38:04.139008,5523
2024-04-07 00:38:04.139008,5775
2024-04-08 00:38:04.139008,5588
2024-04-09 00:38:04.139008,5046
2024-04-10 00:38:04.139008,5594
2024-04-11 00:38:04.139008,5420
2024-04-12 00:38:04.139008,5460
2024-04-13 00:38:04.139008,5774
2024-04-14 00:38:04.139008,5463
2024-04-15 00:38:04.139008,5535
2024-04-16 00:38:04.139008,5373
2024-04-17 00:38:04.139008,5372
2024-04-18 00:38:04.139008,5212
2024-04-19 00:38:04.139008,5786
2024-04-20 00:38:04.139008,5939
2024-04-21 00:38:04.139008,6000
2024-04-22 00:38:04.139008,5377
2024-04-23 00:38:04.139008,5445
2024-04-24 00:38:04.139008,5237
2024-04-25 00:38:04.139008,5592
2024-04-26 00:38:04.139008,5721
2024-04-27 00:38:04.139008,5541
2024-04-28 00:38:04.139008,5616
2024-04-29 00:38:04.139008,5428
2024-04-30 00:38:04.139008,5392
2024-05-01 00:38:04.139008,5616
2024-05-02 00:38:04.139008,5224
2024-05-03 00:38:04.139008,5016
2024-05-04 00:38:04.139008,5936
2024-05-05 00:38:04.139008,5544
2024-05-06 00:38:04.139008,5489
2024-05-07 00:38:04.139008,5075
2024-05-08 00:38:04.139008,5400
2024-05-09 00:38:04.139008,5779
2024-05-10 00:38:04.139008,5284
2024-05-11 00:38:04.139008,5724
2024-05-12 00:38:04.139008,5837
2024-05-13 00:38:04.139008,5465
2024-05-14 00:38:04.139008,5237
2024-05-15 00:38:04.139008,5117
2024-05-16 00:38:04.139008,5153
2024-05-17 00:38:04.139008,5512
2024-05-18 00:38:04.139008,5676
2024-05-19 00:38:04.139008,5451
2024-05-20 00:38:04.139008,5200
2024-05-21 00:38:04.139008,5349
2024-05-22 00:38:04.139008,5584
2024-05-23 00:38:04.139008,5430
2024-05-24 00:38:04.139008,5365
2024-05-25 00:38:04.139008,5851
2024-05-26 00:38:04.139008,5542
2024-05-27 00:38:04.139008,5698
2024-05-28 00:38:04.139008,5439
2024-05-29 00:38:04.139008,5436
2024-05-30 00:38:04.139008,5869
2024-05-31 00:38:04.139008,5203
2024-06-01 00:38:04.139008,5856
2024-06-02 00:38:04.139008,5777
2024-06-03 00:38:04.139008,5673
2024-06-04 00:38:04.139008,5150
2024-06-05 00:38:04.139008,5659
2024-06-06 00:38:04.139008,5411
2024-06-07 00:38:04.139008,5550
2024-06-08 00:38:04.139008,5536
2024-06-09 00:38:04.139008,5815
2024-06-10 00:38:04.139008,5388
2024-06-11 00:38:04.139008,5189
2024-06-12 00:38:04.139008,5290
2024-06-13 00:38:04.139008,5270
2024-06-14 00:38:04.139008,5545
2024-06-15 00:38:04.139008,5989
2024-06-16 00:38:04.139008,5335
2024-06-17 00:38:04.139008,5312
2024-06-18 00:38:04.139008,4884
2024-06-19 00:38:04.139008,4722
2024-06-20 00:38:04.139008,5118
2024-06-21 00:38:04.139008,5464
2024-06-22 00:38:04.139008,5476
2024-06-23 00:38:04.139008,5700
2024-06-24 00:38:04.139008,5465
2024-06-25 00:38:04.139008,5467
2024-06-26 00:38:04.139008,5305
2024-06-27 00:38:04.139008,5644
2024-06-28 00:38:04.139008,5750
2024-06-29 00:38:04.139008,5806
2024-06-30 00:38:04.139008,6102
2024-07-01 00:38:04.139008,5525
2024-07-02 00:38:04.139008,5362
2024-07-03 00:38:04.139008,5239
2024-07-04 00:38:04.139008,5420
2024-07-05 00:38:04.139008,5606
2024-07-06 00:38:04.139008,5697
2024-07-07 00:38:04.139008,5844
2024-07-08 00:38:04.139008,5462
2024-07-09 00:38:04.139008,5315
2024-07-10 00:38:04.139008,5240
2024-07-11 00:38:04.139008,5494
2024-07-12 00:38:04.139008,5785
2024-07-13 00:38:04.139008,6041
2024-07-14 00:38:04.139008,5678
2024-07-15 00:38:04.139008,5617
2024-07-16 00:38:04.139008,5293
2024-07-17 00:38:04.139008,5727
2024-07-18 00:38:04.139008,5365
2024-07-19 00:38:04.139008,5404
2024-07-20 00:38:04.139008,5727
2024-07-21 00:38:04.139008,5826
2024-07-22 00:38:04.139008,5405
2024-07-23 00:38:04.139008,5237
2024-07-24 00:38:04.139008,5028
2024-07-25 00:38:04.139008,5448
2024-07-26 00:38:04.139008,5536
2024-07-27 00:38:04.139008,5523
2024-07-28 00:38:04.139008,5830
2024-07-29 00:38:04.139008,5583
2024-07-30 00:38:04.139008,5241
2024-07-31 00:38:04.139008,5489
2024-08-01 00:38:04.139008,5715
2024-08-02 00:38:04.139008,5297
2024-08-03 00:38:04.139008,5693
2024-08-04 00:38:04.139008,5859
2024-08-05 00:38:04.139008,5320
2024-08-06 00:38:04.139008,5642
2024-08-07 00:38:04.139008,5471
2024-08-08 00:38:04.139008,5540
2024-08-09 00:38:04.139008,5795
2024-08-10 00:38:04.139008,5801
2024-08-11 00:38:04.139008,5755
2024-08-12 00:38:04.139008,5401
2024-08-13 00:38:04.139008,5528
2024-08-14 00:38:04.139008,5734
2024-08-15 00:38:04.139008,5337
2024-08-16 00:38:04.139008,5461
2024-08-17 00:38:04.139008,5474
2024-08-18 00:38:04.139008,5847
2024-08-19 00:38:04.139008,5291
2024-08-20 00:38:04.139008,5597
2024-08-21 00:38:04.139008,5356
2024-08-22 00:38:04.139008,5343
2024-08-23 00:38:04.139008,5495
2024-08-24 00:38:04.139008,5728
2024-08-25 00:38:04.139008,5691
2024-08-26 00:38:04.139008,5431
2024-08-27 00:38:04.139008,5588
2024-08-28 00:38:04.139008,5516
2024-08-29 00:38:04.139008,5357
2024-08-30 00:38:04.139008,5876
2024-08-31 00:38:04.139008,5999
2024-09-01 00:38:04.139008,5664
2024-09-02 00:38:04.139008,5523
2024-09-03 00:38:04.139008,5767
2024-09-04 00:38:04.139008,5614
2024-09-05 00:38:04.139008,5232
2024-09-06 00:38:04.139008,5433
2024-09-07 00:38:04.139008,5908
2024-09-08 00:38:04.139008,5849
2024-09-09 00:38:04.139008,5840
2024-09-10 00:38:04.139008,5712
2024-09-11 00:38:04.139008,5409
2024-09-12 00:38:04.139008,5655
2024-09-13 00:38:04.139008,5513
2024-09-14 00:38:04.139008,5631
2024-09-15 00:38:04.139008,5806
2024-09-16 00:38:04.139008,5953
2024-09-17 00:38:04.139008,5325
2024-09-18 00:38:04.139008,5755
2024-09-19 00:38:04.139008,5200
2024-09-20 00:38:04.139008,5623
2024-09-21 00:38:04.139008,6177
2024-09-22 00:38:04.139008,5695
2024-09-23 00:38:04.139008,5502
2024-09-24 00:38:04.139008,5479
2024-09-25 00:38:04.139008,5720
2024-09-26 00:38:04.139008,5559
2024-09-27 00:38:04.139008,5546
2024-09-28 00:38:04.139008,5726
2024-09-29 00:38:04.139008,5868
2024-09-30 00:38:04.139008,5807
2024-10-01 00:38:04.139008,5926
2024-10-02 00:38:04.139008,5777
2024-10-03 00:38:04.139008,5616
2024-10-04 00:38:04.139008,5717
2024-10-05 00:38:04.139008,5864
2024-10-06 00:38:04.139008,6036
2024-10-07 00:38:04.139008,5323
2024-10-08 00:38:04.139008,5919
2024-10-09 00:38:04.139008,5320
2024-10-10 00:38:04.139008,5792
2024-10-11 00:38:04.139008,6103
2024-10-12 00:38:04.139008,5645
2024-10-13 00:38:04.139008,5834
2024-10-14 00:38:04.139008,5645
2024-10-15 00:38:04.139008,5402
2024-10-16 00:38:04.139008,5627
2024-10-17 00:38:04.139008,5806
2024-10-18 00:38:04.139008,5542
2024-10-19 00:38:04.139008,5739
2024-10-20 00:38:04.139008,5623
2024-10-21 00:38:04.139008,5652
2024-10-22 00:38:04.139008,5287
2024-10-23 00:38:04.139008,5698
2024-10-24 00:38:04.139008,5650
2024-10-25 00:38:04.139008,5469
2024-10-26 00:38:04.139008,5728
2024-10-27 00:38:04.139008,5965
2024-10-28 00:38:04.139008,5787
2024-10-29 00:38:04.139008,5348
2024-10-30 00:38:04.139008,5500
2024-10-31 00:38:04.139008,5696
2024-11-01 00:38:04.139008,6537
2024-11-02 00:38:04.139008,6409
2024-11-03 00:38:04.139008,6828
2024-11-04 00:38:04.139008,6439
2024-11-05 00:38:04.139008,6518
2024-11-06 00:38:04.139008,6402
2024-11-07 00:38:04.139008,6489
2024-11-08 00:38:04.139008,6470
2024-11-09 00:38:04.139008,6883
2024-11-10 00:38:04.139008,6751
2024-11-11 00:38:04.139008,6465
2024-11-12 00:38:04.139008,6536
2024-11-13 00:38:04.139008,6935
2024-11-14 00:38:04.139008,6569
2024-11-15 00:38:04.139008,6783
2024-11-16 00:38:04.139008,6897
2024-11-17 00:38:04.139008,6553
2024-11-18 00:38:04.139008,6823
2024-11-19 00:38:04.139008,6420
2024-11-20 00:38:04.139008,6275
2024-11-21 00:38:04.139008,6256
2024-11-22 00:38:04.139008,6477
2024-11-23 00:38:04.139008,6892
2024-11-24 00:38:04.139008,6922
2024-11-25 00:38:04.139008,6204
2024-11-26 00:38:04.139008,6427
2024-11-27 00:38:04.139008,6742
2024-11-28 00:38:04.139008,6344
2024-11-29 00:38:04.139008,6271
2024-11-30 00:38:04.139008,6758
2024-12-01 00:38:04.139008,7513
2024-12-02 00:38:04.139008,7451
2024-12-03 00:38:04.139008,7366
2024-12-04 00:38:04.139008,7254
2024-12-05 00:38:04.139008,7538
2024-12-06 00:38:04.139008,7174
2024-12-07 00:38:04.139008,7248
2024-12-08 00:38:04.139008,7362
2024-12-09 00:38:04.139008,7085
2024-12-10 00:38:04.139008,7182
2024-12-11 00:38:04.139008,7078
2024-12-12 00:38:04.139008,7217
2024-12-13 00:38:04.139008,7197
2024-12-14 00:38:04.139008,7292
2024-12-15 00:38:04.139008,7362
2024-12-16 00:38:04.139008,7126
2024-12-17 00:38:04.139008,7173
2024-12-18 00:38:04.139008,7185
2024-12-19 00:38:04.139008,7488
2024-12-20 00:38:04.139008,7125
2024-12-21 00:38:04.139008,7459
2024-12-22 00:38:04.139008,7672
2024-12-23 00:38:04.139008,7106
2024-12-24 00:38:04.139008,7215
2024-12-25 00:38:04.139008,7506
2024-12-26 00:38:04.139008,7336
2024-12-27 00:38:04.139008,7068
2024-12-28 00:38:04.139008,7564
2024-12-29 00:38:04.139008,7447
2024-12-30 00:38:04.139008,7292
2024-12-31 00:38:04.139008,6981
2025-01-01 00:38:04.139008,5357
2025-01-02 00:38:04.139008,5613
2025-01-03 00:38:04.139008,5420
2025-01-04 00:38:04.139008,6306
2025-01-05 00:38:04.139008,5838
2025-01-06 00:38:04.139008,5706
2025-01-07 00:38:04.139008,5624
2025-01-08 00:38:04.139008,5305
2025-01-09 00:38:04.139008,5568
2025-01-10 00:38:04.139008,5444
2025-01-11 00:38:04.139008,5816
2025-01-12 00:38:04.139008,5719
2025-01-13 00:38:04.139008,5196
2025-01-14 00:38:04.139008,5313
2025-01-15 00:38:04.139008,5625
2025-01-16 00:38:04.139008,5438
2025-01-17 00:38:04.139008,5203
2025-01-18 00:38:04.139008,5820
2025-01-19 00:38:04.139008,6080
2025-01-20 00:38:04.139008,5572
2025-01-21 00:38:04.139008,5526
2025-01-22 00:38:04.139008,5906
2025-01-23 00:38:04.139008,5605
2025-01-24 00:38:04.139008,5266
2025-01-25 00:38:04.139008,5687
2025-01-26 00:38:04.139008,5751
2025-01-27 00:38:04.139008,5317
2025-01-28 00:38:04.139008,5250
2025-01-29 00:38:04.139008,5533
2025-01-30 00:38:04.139008,5690
2025-01-31 00:38:04.139008,5686
2025-02-01 00:38:04.139008,5876
2025-02-02 00:38:04.139008,6026
2025-02-03 00:38:04.139008,5800
2025-02-04 00:38:04.139008,5752
2025-02-05 00:38:04.139008,5624
2025-02-06 00:38:04.139008,5965
2025-02-07 00:38:04.139008,5799
2025-02-08 00:38:04.139008,6444
2025-02-09 00:38:04.139008,6361
2025-02-10 00:38:04.139008,5906
2025-02-11 00:38:04.139008,6063
2025-02-12 00:38:04.139008,5610
2025-02-13 00:38:04.139008,5695
2025-02-14 00:38:04.139008,5552
2025-02-15 00:38:04.139008,5734
2025-02-16 00:38:04.139008,6304
2025-02-17 00:38:04.139008,6099
2025-02-18 00:38:04.139008,5884
2025-02-19 00:38:04.139008,6272
2025-02-20 00:38:04.139008,5624
2025-02-21 00:38:04.139008,5801
2025-02-22 00:38:04.139008,5875
2025-02-23 00:38:04.139008,6265
2025-02-24 00:38:04.139008,6445
2025-02-25 00:38:04.139008,5729
2025-02-26 00:38:04.139008,6223
2025-02-27 00:38:04.139008,5818
2025-02-28 00:38:04.139008,6036
2025-03-01 00:38:04.139008,6062
2025-03-02 00:38:04.139008,5778
2025-03-03 00:38:04.139008,6057
2025-03-04 00:38:04.139008,6054
2025-03-05 00:38:04.139008,5808
2025-03-06 00:38:04.139008,5784
2025-03-07 00:38:04.139008,5944
2025-03-08 00:38:04.139008,6168
2025-03-09 00:38:04.139008,5952
2025-03-10 00:38:04.139008,5935
2025-03-11 00:38:04.139008,5930
2025-03-12 00:38:04.139008,5936
2025-03-13 00:38:04.139008,5240
2025-03-14 00:38:04.139008,6144
2025-03-15 00:38:04.139008,6203
2025-03-16 00:38:04.139008,6239
2025-03-17 00:38:04.139008,5932
2025-03-18 00:38:04.139008,5503
2025-03-19 00:38:04.139008,5762
2025-03-20 00:38:04.139008,5758
2025-03-21 00:38:04.139008,5728
2025-03-22 00:38:04.139008,6466
2025-03-23 00:38:04.139008,6290
2025-03-24 00:38:04.139008,5814
2025-03-25 00:38:04.139008,5640
2025-03-26 00:38:04.139008,5621
2025-03-27 00:38:04.139008,5972
2025-03-28 00:38:04.139008,5790
2025-03-29 00:38:04.139008,6434
2025-03-30 00:38:04.139008,6522
2025-03-31 00:38:04.139008,6115
2025-04-01 00:38:04.139008,6131
2025-04-02 00:38:04.139008,5949
2025-04-03 00:38:04.139008,5779
2025-04-04 00:38:04.139008,6106
2025-04-05 00:38:04.139008,6229
2025-04-06 00:38:04.139008,6062
2025-04-07 00:38:04.139008,5296
2025-04-08 00:38:04.139008,5587
2025-04-09 00:38:04.139008,5914
2025-04-10 00:38:04.139008,5435
2025-04-11 00:38:04.139008,5851
2025-04-12 00:38:04.139008,6268
2025-04-13 00:38:04.139008,6181
2025-04-14 00:38:04.139008,5847
2025-04-15 00:38:04.139008,5520
2025-04-16 00:38:04.139008,5927
2025-04-17 00:38:04.139008,6192
2025-04-18 00:38:04.139008,5578
2025-04-19 00:38:04.139008,5882
2025-04-20 00:38:04.139008,6293
2025-04-21 00:38:04.139008,6072
2025-04-22 00:38:04.139008,5940
2025-04-23 00:38:04.139008,5935
2025-04-24 00:38:04.139008,5725
2025-04-25 00:38:04.139008,6084
2025-04-26 00:38:04.139008,6349
2025-04-27 00:38:04.139008,6002
2025-04-28 00:38:04.139008,6195
2025-04-29 00:38:04.139008,5589
2025-04-30 00:38:04.139008,5888
2025-05-01 00:38:04.139008,5862
2025-05-02 00:38:04.139008,5798
2025-05-03 00:38:04.139008,6163
2025-05-04 00:38:04.139008,6025
2025-05-05 00:38:04.139008,5906
2025-05-06 00:38:04.139008,5732
2025-05-07 00:38:04.139008,5837
2025-05-08 00:38:04.139008,5958
2025-05-09 00:38:04.139008,5991
2025-05-10 00:38:04.139008,6220
2025-05-11 00:38:04.139008,6227
2025-05-12 00:38:04.139008,5843
2025-05-13 00:38:04.139008,6391
2025-05-14 00:38:04.139008,6112
2025-05-15 00:38:04.139008,5981
2025-05-16 00:38:04.139008,5793
2025-05-17 00:38:04.139008,6697
2025-05-18 00:38:04.139008,6351
2025-05-19 00:38:04.139008,5870
2025-05-20 00:38:04.139008,6055
2025-05-21 00:38:04.139008,5581
2025-05-22 00:38:04.139008,5707
2025-05-23 00:38:04.139008,5853
2025-05-24 00:38:04.139008,6059
2025-05-25 00:38:04.139008,6067
2025-05-26 00:38:04.139008,5591
2025-05-27 00:38:04.139008,5964
2025-05-28 00:38:04.139008,6219
2025-05-29 00:38:04.139008,5934
2025-05-30 00:38:04.139008,5952
2025-05-31 00:38:04.139008,6215
2025-06-01 00:38:04.139008,6064
2025-06-02 00:38:04.139008,5618
2025-06-03 00:38:04.139008,5889
2025-06-04 00:38:04.139008,6137
2025-06-05 00:38:04.139008,6173
2025-06-06 00:38:04.139008,5627
2025-06-07 00:38:04.139008,6298
2025-06-08 00:38:04.139008,6054
2025-06-09 00:38:04.139008,5804
2025-06-10 00:38:04.139008,6033
2025-06-11 00:38:04.139008,6102
2025-06-12 00:38:04.139008,6045
2025-06-13 00:38:04.139008,5701
2025-06-14 00:38:04.139008,6446
2025-06-15 00:38:04.139008,6487
2025-06-16 00:38:04.139008,6015
2025-06-17 00:38:04.139008,5848
2025-06-18 00:38:04.139008,6150
2025-06-19 00:38:04.139008,6037
2025-06-20 00:38:04.139008,6165
2025-06-21 00:38:04.139008,6303
2025-06-22 00:38:04.139008,6009
2025-06-23 00:38:04.139008,5504
2025-06-24 00:38:04.139008,5779
2025-06-25 00:38:04.139008,6146
2025-06-26 00:38:04.139008,6085
2025-06-27 00:38:04.139008,6191
2025-06-28 00:38:04.139008,6349
2025-06-29 00:38:04.139008,6321
2025-06-30 00:38:04.139008,5863
2025-07-01 00:38:04.139008,5943
2025-07-02 00:38:04.139008,6148
2025-07-03 00:38:04.139008,6032
2025-07-04 00:38:04.139008,5672
2025-07-05 00:38:04.139008,6419
2025-07-06 00:38:04.139008,5870
2025-07-07 00:38:04.139008,6055
2025-07-08 00:38:04.139008,5988
2025-07-09 00:38:04.139008,5865
2025-07-10 00:38:04.139008,5861
2025-07-11 00:38:04.139008,5955
2025-07-12 00:38:04.139008,6344
2025-07-13 00:38:04.139008,6121
2025-07-14 00:38:04.139008,6259
2025-07-15 00:38:04.139008,5874
2025-07-16 00:38:04.139008,5931
2025-07-17 00:38:04.139008,5655
2025-07-18 00:38:04.139008,5770
2025-07-19 00:38:04.139008,6343
2025-07-20 00:38:04.139008,6112
2025-07-21 00:38:04.139008,5857
2025-07-22 00:38:04.139008,6309
2025-07-23 00:38:04.139008,5903
2025-07-24 00:38:04.139008,6031
2025-07-25 00:38:04.139008,5912
2025-07-26 00:38:04.139008,6143
2025-07-27 00:38:04.139008,6144
2025-07-28 00:38:04.139008,6019
2025-07-29 00:38:04.139008,6037
2025-07-30 00:38:04.139008,5946
2025-07-31 00:38:04.139008,5814
2025-08-01 00:38:04.139008,5979
2025-08-02 00:38:04.139008,6320
2025-08-03 00:38:04.139008,6607
2025-08-04 00:38:04.139008,5739
2025-08-05 00:38:04.139008,6114
